t,mon,year
49,4,1974
47,4,1974
49,4,1974
50,4,1974
48,4,1974
49,4,1974
47,4,1974
47,4,1974
44,4,1974
43,4,1974
49,4,1974
49,4,1974
44,4,1974
46,4,1974
45,4,1974
45,4,1974
45,4,1974
48,4,1974
48,4,1974
47,4,1974
47,4,1974
46,4,1974
44,4,1974
44,4,1974
45,4,1974
45,4,1974
44,5,1974
44,5,1974
46,5,1974
47,5,1974
47,5,1974
47,5,1974
48,5,1974
47,5,1974
47,5,1974
49,5,1974
50,5,1974
49,5,1974
52,5,1974
51,5,1974
54,5,1974
53,5,1974
52,5,1974
53,5,1974
54,5,1974
57,5,1974
55,5,1974
51,5,1974
51,5,1974
52,5,1974
52,5,1974
53,5,1974
54,5,1974
53,5,1974
49,5,1974
52,5,1974
55,5,1974
59,6,1974
56,6,1974
52,6,1974
53,6,1974
53,6,1974
48,6,1974
51,6,1974
51,6,1974
49,6,1974
49,6,1974
58,6,1974
58,6,1974
56,6,1974
58,6,1974
56,6,1974
56,6,1974
53,6,1974
53,6,1974
58,6,1974
58,6,1974
62,6,1974
59,6,1974
58,6,1974
57,6,1974
56,6,1974
55,6,1974
54,6,1974
55,6,1974
58,6,1974
58,6,1974
58,7,1974
52,7,1974
53,7,1974
57,7,1974
58,7,1974
57,7,1974
62,7,1974
62,7,1974
59,7,1974
60,7,1974
56,7,1974
56,7,1974
55,7,1974
54,7,1974
58,7,1974
56,7,1974
56,7,1974
57,7,1974
62,7,1974
62,7,1974
61,7,1974
60,7,1974
56,7,1974
57,7,1974
55,7,1974
58,7,1974
60,7,1974
59,7,1974
58,7,1974
60,7,1974
56,7,1974
56,8,1974
56,8,1974
56,8,1974
57,8,1974
60,8,1974
61,8,1974
60,8,1974
60,8,1974
57,8,1974
57,8,1974
56,8,1974
59,8,1974
56,8,1974
60,8,1974
64,8,1974
59,8,1974
56,8,1974
56,8,1974
55,8,1974
60,8,1974
60,8,1974
58,8,1974
62,8,1974
62,8,1974
60,8,1974
54,8,1974
53,8,1974
58,8,1974
58,8,1974
58,8,1974
55,8,1974
55,9,1974
53,9,1974
55,9,1974
55,9,1974
52,9,1974
53,9,1974
55,9,1974
54,9,1974
55,9,1974
56,9,1974
56,9,1974
58,9,1974
57,9,1974
53,9,1974
57,9,1974
57,9,1974
54,9,1974
50,9,1974
52,9,1974
53,9,1974
50,9,1974
49,9,1974
50,9,1974
46,9,1974
48,9,1974
45,9,1974
44,9,1974
43,9,1974
44,9,1974
45,9,1974
45,10,1974
47,10,1974
47,10,1974
46,10,1974
47,10,1974
46,10,1974
46,10,1974
48,10,1974
46,10,1974
45,10,1974
44,10,1974
45,10,1974
50,10,1974
51,10,1974
51,10,1974
48,10,1974
48,10,1974
49,10,1974
42,10,1974
42,10,1974
41,10,1974
42,10,1974
44,10,1974
45,10,1974
47,10,1974
45,10,1974
41,10,1974
40,10,1974
42,10,1974
48,10,1974
48,11,1974
48,11,1974
42,11,1974
42,11,1974
46,11,1974
48,11,1974
50,11,1974
51,11,1974
50,11,1974
45,11,1974
43,11,1974
40,11,1974
47,11,1974
47,11,1974
44,11,1974
40,11,1974
40,11,1974
34,11,1974
35,11,1974
43,11,1974
43,11,1974
40,11,1974
44,11,1974
43,11,1974
40,11,1974
40,11,1974
43,11,1974
41,11,1974
41,11,1974
48,11,1974
54,12,1974
52,12,1974
51,12,1974
44,12,1974
44,12,1974
49,12,1974
52,12,1974
51,12,1974
40,12,1974
41,12,1974
37,12,1974
47,12,1974
47,12,1974
44,12,1974
41,12,1974
45,12,1974
40,12,1974
42,12,1974
49,12,1974
53,12,1974
54,12,1974
51,12,1974
51,12,1974
41,12,1974
50,12,1974
50,12,1974
49,12,1974
53,12,1974
45,12,1974
42,12,1974
51,12,1974
48,1,1975
47,1,1975
44,1,1975
45,1,1975
49,1,1975
48,1,1975
44,1,1975
48,1,1975
49,1,1975
49,1,1975
51,1,1975
46,1,1975
48,1,1975
45,1,1975
44,1,1975
39,1,1975
37,1,1975
35,1,1975
43,1,1975
41,1,1975
43,1,1975
44,1,1975
39,1,1975
42,1,1975
41,1,1975
44,1,1975
40,1,1975
41,1,1975
43,1,1975
51,1,1975
46,1,1975
50,2,1975
44,2,1975
45,2,1975
41,2,1975
40,2,1975
40,2,1975
42,2,1975
43,2,1975
43,2,1975
43,2,1975
43,2,1975
43,2,1975
41,2,1975
39,2,1975
42,2,1975
48,2,1975
48,2,1975
42,2,1975
41,2,1975
45,2,1975
44,2,1975
45,2,1975
48,2,1975
48,2,1975
45,2,1975
43,2,1975
43,2,1975
43,2,1975
46,3,1975
48,3,1975
47,3,1975
44,3,1975
42,3,1975
48,3,1975
44,3,1975
43,3,1975
38,3,1975
40,3,1975
43,3,1975
42,3,1975
40,3,1975
38,3,1975
41,3,1975
38,3,1975
39,3,1975
40,3,1975
38,3,1975
41,3,1975
44,3,1975
42,3,1975
43,3,1975
44,3,1975
46,3,1975
39,3,1975
34,3,1975
35,3,1975
38,3,1975
40,3,1975
44,3,1975
44,4,1975
43,4,1975
39,4,1975
39,4,1975
39,4,1975
42,4,1975
42,4,1975
35,4,1975
36,4,1975
42,4,1975
47,4,1975
52,4,1975
53,4,1975
50,4,1975
50,4,1975
50,4,1975
53,4,1975
49,4,1975
47,4,1975
51,4,1975
54,4,1975
54,4,1975
51,4,1975
54,4,1975
58,4,1975
57,4,1975
49,4,1975
46,4,1975
42,4,1975
44,4,1975
48,5,1975
45,5,1975
47,5,1975
50,5,1975
49,5,1975
49,5,1975
50,5,1975
48,5,1975
47,5,1975
47,5,1975
47,5,1975
52,5,1975
51,5,1975
47,5,1975
46,5,1975
47,5,1975
50,5,1975
53,5,1975
55,5,1975
56,5,1975
52,5,1975
47,5,1975
48,5,1975
47,5,1975
49,5,1975
52,5,1975
52,5,1975
53,5,1975
52,5,1975
47,5,1975
47,6,1975
47,6,1975
47,6,1975
51,6,1975
60,6,1975
62,6,1975
63,6,1975
60,6,1975
60,6,1975
62,6,1975
63,6,1975
58,6,1975
60,6,1975
58,6,1975
51,6,1975
51,6,1975
54,6,1975
60,6,1975
63,6,1975
59,6,1975
60,6,1975
61,6,1975
62,6,1975
59,6,1975
60,6,1975
57,6,1975
54,6,1975
53,6,1975
56,6,1975
62,6,1975
63,7,1975
65,7,1975
62,7,1975
60,7,1975
60,7,1975
62,7,1975
62,7,1975
58,7,1975
59,7,1975
61,7,1975
63,7,1975
59,7,1975
65,7,1975
63,7,1975
62,7,1975
63,7,1975
60,7,1975
61,7,1975
64,7,1975
62,7,1975
59,7,1975
61,7,1975
56,7,1975
55,7,1975
58,7,1975
63,7,1975
61,7,1975
66,7,1975
66,7,1975
59,7,1975
57,7,1975
61,8,1975
58,8,1975
66,8,1975
69,8,1975
65,8,1975
62,8,1975
63,8,1975
63,8,1975
60,8,1975
62,8,1975
62,8,1975
60,8,1975
62,8,1975
62,8,1975
61,8,1975
60,8,1975
58,8,1975
60,8,1975
64,8,1975
61,8,1975
55,8,1975
57,8,1975
56,8,1975
59,8,1975
59,8,1975
68,8,1975
66,8,1975
64,8,1975
57,8,1975
53,8,1975
56,8,1975
60,9,1975
60,9,1975
55,9,1975
54,9,1975
58,9,1975
58,9,1975
60,9,1975
59,9,1975
57,9,1975
54,9,1975
51,9,1975
51,9,1975
48,9,1975
48,9,1975
49,9,1975
52,9,1975
56,9,1975
55,9,1975
55,9,1975
54,9,1975
55,9,1975
60,9,1975
55,9,1975
55,9,1975
52,9,1975
48,9,1975
49,9,1975
51,9,1975
56,9,1975
53,9,1975
53,10,1975
53,10,1975
50,10,1975
55,10,1975
57,10,1975
55,10,1975
54,10,1975
54,10,1975
53,10,1975
50,10,1975
49,10,1975
46,10,1975
47,10,1975
50,10,1975
46,10,1975
46,10,1975
41,10,1975
47,10,1975
53,10,1975
53,10,1975
53,10,1975
53,10,1975
56,10,1975
58,10,1975
57,10,1975
53,10,1975
52,10,1975
54,10,1975
53,10,1975
57,10,1975
55,10,1975
47,11,1975
47,11,1975
47,11,1975
50,11,1975
48,11,1975
45,11,1975
45,11,1975
48,11,1975
49,11,1975
44,11,1975
43,11,1975
47,11,1975
47,11,1975
47,11,1975
54,11,1975
43,11,1975
38,11,1975
40,11,1975
53,11,1975
48,11,1975
44,11,1975
49,11,1975
50,11,1975
44,11,1975
47,11,1975
38,11,1975
46,11,1975
39,11,1975
36,11,1975
35,11,1975
45,12,1975
42,12,1975
40,12,1975
46,12,1975
49,12,1975
49,12,1975
45,12,1975
41,12,1975
40,12,1975
41,12,1975
42,12,1975
36,12,1975
32,12,1975
40,12,1975
38,12,1975
40,12,1975
39,12,1975
35,12,1975
43,12,1975
43,12,1975
46,12,1975
45,12,1975
44,12,1975
38,12,1975
47,12,1975
45,12,1975
45,12,1975
49,12,1975
48,12,1975
49,12,1975
41,12,1975
42,1,1976
46,1,1976
38,1,1976
46,1,1976
49,1,1976
49,1,1976
49,1,1976
49,1,1976
43,1,1976
49,1,1976
50,1,1976
50,1,1976
48,1,1976
44,1,1976
45,1,1976
45,1,1976
46,1,1976
44,1,1976
47,1,1976
45,1,1976
45,1,1976
49,1,1976
38,1,1976
33,1,1976
33,1,1976
36,1,1976
36,1,1976
43,1,1976
42,1,1976
37,1,1976
36,1,1976
36,2,1976
36,2,1976
39,2,1976
39,2,1976
42,2,1976
46,2,1976
50,2,1976
39,2,1976
37,2,1976
47,2,1976
42,2,1976
42,2,1976
44,2,1976
41,2,1976
36,2,1976
37,2,1976
42,2,1976
43,2,1976
45,2,1976
47,2,1976
51,2,1976
46,2,1976
50,2,1976
51,2,1976
48,2,1976
46,2,1976
43,2,1976
40,3,1976
41,3,1976
43,3,1976
47,3,1976
47,3,1976
42,3,1976
37,3,1976
36,3,1976
38,3,1976
45,3,1976
44,3,1976
40,3,1976
41,3,1976
40,3,1976
43,3,1976
44,3,1976
42,3,1976
41,3,1976
42,3,1976
43,3,1976
46,3,1976
39,3,1976
39,3,1976
47,3,1976
49,3,1976
43,3,1976
49,3,1976
49,3,1976
47,3,1976
47,3,1976
48,3,1976
42,4,1976
39,4,1976
43,4,1976
44,4,1976
50,4,1976
50,4,1976
47,4,1976
45,4,1976
51,4,1976
50,4,1976
44,4,1976
43,4,1976
46,4,1976
45,4,1976
46,4,1976
50,4,1976
53,4,1976
51,4,1976
51,4,1976
50,4,1976
48,4,1976
46,4,1976
45,4,1976
46,4,1976
47,4,1976
46,4,1976
46,4,1976
44,4,1976
45,4,1976
49,4,1976
49,5,1976
49,5,1976
47,5,1976
49,5,1976
49,5,1976
51,5,1976
53,5,1976
52,5,1976
54,5,1976
51,5,1976
52,5,1976
48,5,1976
47,5,1976
53,5,1976
49,5,1976
53,5,1976
52,5,1976
49,5,1976
47,5,1976
48,5,1976
51,5,1976
59,5,1976
55,5,1976
56,5,1976
50,5,1976
49,5,1976
53,5,1976
51,5,1976
53,5,1976
55,5,1976
53,5,1976
54,6,1976
53,6,1976
56,6,1976
59,6,1976
61,6,1976
62,6,1976
59,6,1976
62,6,1976
57,6,1976
54,6,1976
58,6,1976
60,6,1976
61,6,1976
62,6,1976
64,6,1976
59,6,1976
58,6,1976
57,6,1976
51,6,1976
55,6,1976
60,6,1976
63,6,1976
64,6,1976
67,6,1976
63,6,1976
64,6,1976
63,6,1976
65,6,1976
67,6,1976
67,6,1976
68,7,1976
69,7,1976
68,7,1976
65,7,1976
67,7,1976
63,7,1976
63,7,1976
65,7,1976
61,7,1976
59,7,1976
60,7,1976
61,7,1976
60,7,1976
60,7,1976
61,7,1976
58,7,1976
60,7,1976
61,7,1976
62,7,1976
57,7,1976
56,7,1976
57,7,1976
58,7,1976
59,7,1976
59,7,1976
60,7,1976
60,7,1976
59,7,1976
57,7,1976
57,7,1976
53,7,1976
57,8,1976
59,8,1976
58,8,1976
57,8,1976
59,8,1976
60,8,1976
61,8,1976
61,8,1976
60,8,1976
62,8,1976
64,8,1976
59,8,1976
58,8,1976
60,8,1976
62,8,1976
65,8,1976
65,8,1976
62,8,1976
62,8,1976
63,8,1976
63,8,1976
64,8,1976
65,8,1976
64,8,1976
64,8,1976
66,8,1976
61,8,1976
60,8,1976
58,8,1976
59,8,1976
58,8,1976
59,9,1976
52,9,1976
53,9,1976
57,9,1976
58,9,1976
58,9,1976
60,9,1976
57,9,1976
50,9,1976
48,9,1976
50,9,1976
49,9,1976
50,9,1976
51,9,1976
51,9,1976
49,9,1976
51,9,1976
54,9,1976
57,9,1976
58,9,1976
56,9,1976
55,9,1976
55,9,1976
57,9,1976
58,9,1976
56,9,1976
57,9,1976
58,9,1976
58,9,1976
58,9,1976
57,10,1976
56,10,1976
54,10,1976
48,10,1976
54,10,1976
55,10,1976
53,10,1976
54,10,1976
50,10,1976
53,10,1976
56,10,1976
47,10,1976
48,10,1976
46,10,1976
47,10,1976
45,10,1976
53,10,1976
52,10,1976
49,10,1976
45,10,1976
50,10,1976
48,10,1976
46,10,1976
46,10,1976
47,10,1976
45,10,1976
50,10,1976
47,10,1976
49,10,1976
48,10,1976
48,10,1976
46,11,1976
40,11,1976
42,11,1976
45,11,1976
44,11,1976
47,11,1976
45,11,1976
44,11,1976
42,11,1976
41,11,1976
39,11,1976
32,11,1976
36,11,1976
47,11,1976
45,11,1976
46,11,1976
47,11,1976
50,11,1976
49,11,1976
46,11,1976
45,11,1976
43,11,1976
42,11,1976
45,11,1976
47,11,1976
49,11,1976
45,11,1976
45,11,1976
39,11,1976
35,11,1976
36,12,1976
33,12,1976
34,12,1976
31,12,1976
36,12,1976
40,12,1976
40,12,1976
38,12,1976
33,12,1976
32,12,1976
37,12,1976
41,12,1976
42,12,1976
44,12,1976
44,12,1976
40,12,1976
39,12,1976
40,12,1976
41,12,1976
38,12,1976
35,12,1976
44,12,1976
45,12,1976
43,12,1976
39,12,1976
35,12,1976
35,12,1976
32,12,1976
37,12,1976
39,12,1976
36,12,1976
36,1,1977
31,1,1977
36,1,1977
46,1,1977
47,1,1977
36,1,1977
40,1,1977
41,1,1977
40,1,1977
35,1,1977
30,1,1977
26,1,1977
31,1,1977
34,1,1977
35,1,1977
31,1,1977
37,1,1977
40,1,1977
39,1,1977
45,1,1977
45,1,1977
42,1,1977
43,1,1977
44,1,1977
43,1,1977
41,1,1977
42,1,1977
39,1,1977
33,1,1977
38,1,1977
35,1,1977
36,2,1977
45,2,1977
44,2,1977
42,2,1977
44,2,1977
44,2,1977
44,2,1977
43,2,1977
46,2,1977
45,2,1977
42,2,1977
41,2,1977
42,2,1977
41,2,1977
38,2,1977
39,2,1977
42,2,1977
41,2,1977
41,2,1977
41,2,1977
42,2,1977
43,2,1977
40,2,1977
39,2,1977
40,2,1977
39,2,1977
39,2,1977
40,2,1977
49,3,1977
53,3,1977
48,3,1977
46,3,1977
47,3,1977
44,3,1977
48,3,1977
49,3,1977
47,3,1977
46,3,1977
46,3,1977
43,3,1977
45,3,1977
44,3,1977
47,3,1977
46,3,1977
47,3,1977
45,3,1977
44,3,1977
44,3,1977
42,3,1977
42,3,1977
43,3,1977
44,3,1977
44,3,1977
45,3,1977
40,3,1977
37,3,1977
38,3,1977
42,3,1977
50,3,1977
45,4,1977
39,4,1977
38,4,1977
40,4,1977
44,4,1977
43,4,1977
37,4,1977
36,4,1977
42,4,1977
45,4,1977
45,4,1977
51,4,1977
46,4,1977
44,4,1977
42,4,1977
46,4,1977
44,4,1977
42,4,1977
50,4,1977
54,4,1977
55,4,1977
53,4,1977
45,4,1977
47,4,1977
52,4,1977
46,4,1977
44,4,1977
42,4,1977
46,4,1977
43,4,1977
44,5,1977
44,5,1977
44,5,1977
46,5,1977
47,5,1977
47,5,1977
47,5,1977
49,5,1977
51,5,1977
51,5,1977
53,5,1977
47,5,1977
43,5,1977
43,5,1977
48,5,1977
47,5,1977
47,5,1977
48,5,1977
51,5,1977
53,5,1977
55,5,1977
56,5,1977
56,5,1977
53,5,1977
54,5,1977
56,5,1977
56,5,1977
58,5,1977
57,5,1977
52,5,1977
52,5,1977
56,6,1977
60,6,1977
60,6,1977
58,6,1977
55,6,1977
52,6,1977
47,6,1977
49,6,1977
51,6,1977
51,6,1977
45,6,1977
50,6,1977
53,6,1977
54,6,1977
53,6,1977
54,6,1977
52,6,1977
54,6,1977
53,6,1977
54,6,1977
56,6,1977
58,6,1977
62,6,1977
58,6,1977
56,6,1977
57,6,1977
58,6,1977
57,6,1977
55,6,1977
56,6,1977
62,7,1977
60,7,1977
64,7,1977
60,7,1977
62,7,1977
63,7,1977
66,7,1977
61,7,1977
62,7,1977
60,7,1977
62,7,1977
61,7,1977
58,7,1977
58,7,1977
59,7,1977
58,7,1977
59,7,1977
56,7,1977
58,7,1977
57,7,1977
57,7,1977
66,7,1977
63,7,1977
57,7,1977
56,7,1977
55,7,1977
55,7,1977
57,7,1977
57,7,1977
60,7,1977
59,7,1977
64,8,1977
62,8,1977
58,8,1977
61,8,1977
57,8,1977
56,8,1977
57,8,1977
57,8,1977
59,8,1977
62,8,1977
62,8,1977
62,8,1977
60,8,1977
62,8,1977
62,8,1977
61,8,1977
61,8,1977
58,8,1977
58,8,1977
57,8,1977
58,8,1977
60,8,1977
60,8,1977
58,8,1977
59,8,1977
57,8,1977
53,8,1977
55,8,1977
60,8,1977
55,8,1977
58,8,1977
61,9,1977
56,9,1977
55,9,1977
58,9,1977
56,9,1977
61,9,1977
53,9,1977
52,9,1977
51,9,1977
62,9,1977
64,9,1977
53,9,1977
54,9,1977
56,9,1977
57,9,1977
55,9,1977
52,9,1977
53,9,1977
52,9,1977
52,9,1977
51,9,1977
51,9,1977
55,9,1977
56,9,1977
59,9,1977
59,9,1977
57,9,1977
58,9,1977
57,9,1977
56,9,1977
49,10,1977
49,10,1977
55,10,1977
52,10,1977
47,10,1977
49,10,1977
54,10,1977
54,10,1977
53,10,1977
49,10,1977
55,10,1977
52,10,1977
53,10,1977
56,10,1977
58,10,1977
58,10,1977
59,10,1977
58,10,1977
58,10,1977
57,10,1977
58,10,1977
55,10,1977
53,10,1977
56,10,1977
51,10,1977
56,10,1977
52,10,1977
54,10,1977
55,10,1977
57,10,1977
48,10,1977
47,11,1977
47,11,1977
46,11,1977
44,11,1977
51,11,1977
48,11,1977
52,11,1977
48,11,1977
54,11,1977
57,11,1977
50,11,1977
40,11,1977
43,11,1977
47,11,1977
39,11,1977
36,11,1977
36,11,1977
36,11,1977
43,11,1977
35,11,1977
35,11,1977
38,11,1977
44,11,1977
39,11,1977
35,11,1977
37,11,1977
40,11,1977
40,11,1977
35,11,1977
35,11,1977
42,12,1977
45,12,1977
44,12,1977
44,12,1977
47,12,1977
44,12,1977
42,12,1977
42,12,1977
44,12,1977
49,12,1977
47,12,1977
49,12,1977
51,12,1977
50,12,1977
47,12,1977
46,12,1977
45,12,1977
46,12,1977
46,12,1977
47,12,1977
46,12,1977
50,12,1977
52,12,1977
47,12,1977
45,12,1977
46,12,1977
38,12,1977
38,12,1977
44,12,1977
45,12,1977
48,12,1977
46,1,1978
41,1,1978
42,1,1978
41,1,1978
47,1,1978
47,1,1978
46,1,1978
43,1,1978
41,1,1978
37,1,1978
36,1,1978
33,1,1978
40,1,1978
43,1,1978
38,1,1978
35,1,1978
31,1,1978
35,1,1978
39,1,1978
38,1,1978
43,1,1978
39,1,1978
46,1,1978
39,1,1978
36,1,1978
37,1,1978
40,1,1978
38,1,1978
37,1,1978
32,1,1978
42,1,1978
44,2,1978
40,2,1978
41,2,1978
47,2,1978
42,2,1978
41,2,1978
43,2,1978
39,2,1978
34,2,1978
33,2,1978
30,2,1978
29,2,1978
27,2,1978
31,2,1978
36,2,1978
36,2,1978
37,2,1978
36,2,1978
35,2,1978
35,2,1978
40,2,1978
45,2,1978
46,2,1978
49,2,1978
45,2,1978
44,2,1978
44,2,1978
47,2,1978
46,3,1978
46,3,1978
44,3,1978
40,3,1978
40,3,1978
45,3,1978
48,3,1978
50,3,1978
48,3,1978
51,3,1978
47,3,1978
46,3,1978
45,3,1978
47,3,1978
40,3,1978
35,3,1978
38,3,1978
42,3,1978
45,3,1978
40,3,1978
40,3,1978
45,3,1978
39,3,1978
44,3,1978
40,3,1978
41,3,1978
49,3,1978
48,3,1978
45,3,1978
43,3,1978
44,3,1978
44,4,1978
46,4,1978
45,4,1978
45,4,1978
44,4,1978
43,4,1978
43,4,1978
44,4,1978
44,4,1978
33,4,1978
38,4,1978
42,4,1978
43,4,1978
42,4,1978
44,4,1978
48,4,1978
44,4,1978
45,4,1978
46,4,1978
48,4,1978
48,4,1978
47,4,1978
48,4,1978
49,4,1978
45,4,1978
44,4,1978
40,4,1978
42,4,1978
46,4,1978
44,4,1978
45,5,1978
44,5,1978
47,5,1978
48,5,1978
45,5,1978
47,5,1978
51,5,1978
48,5,1978
53,5,1978
59,5,1978
56,5,1978
48,5,1978
49,5,1978
49,5,1978
49,5,1978
49,5,1978
52,5,1978
55,5,1978
51,5,1978
52,5,1978
54,5,1978
55,5,1978
56,5,1978
53,5,1978
54,5,1978
58,5,1978
60,5,1978
60,5,1978
62,5,1978
62,5,1978
63,5,1978
63,6,1978
58,6,1978
59,6,1978
59,6,1978
58,6,1978
58,6,1978
55,6,1978
53,6,1978
52,6,1978
55,6,1978
54,6,1978
53,6,1978
53,6,1978
55,6,1978
51,6,1978
54,6,1978
56,6,1978
62,6,1978
56,6,1978
55,6,1978
54,6,1978
51,6,1978
49,6,1978
50,6,1978
52,6,1978
